date,hour,address,district,beat,grid,description,ucr_ncic_code,code_description,latitude,longitude
1/4/06,17:48,1043 43RD AVE,4,4C        ,1225,POSSIBLE FINANCIAL CRIME-I RPT,7000,Code not found,38.51694262,-121.519979
1/4/06,17:50,6637 VALLEY HI DR,5,5C        ,1623,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.47245642,-121.42726100000002
1/4/06,17:50,AUBURN BLVD / WATT AVE,2,          ,509,20002(A) HIT/RUN,5401,Hit and Run,38.63715334,-121.3829415
1/4/06,17:54,1600 EXPO PKWY,2,2C        ,623,487(A) GRAND THEFT-INSIDE,2308,Larceny-From Building,38.59714644,-121.4520581
1/4/06,18:00,1025 ALHAMBRA BLVD,3,3C        ,841,484 PETTY THEFT-SHOPLIFT,2303,Shoplifting,38.57188611,-121.46488970000001
1/4/06,18:00,2501 NORTHGATE BLVD,1,1C        ,438,487(A) PC GRAND THEFT,2303,Shoplifting,38.61154129,-121.4759243
1/4/06,18:00,20TH ST / CAPITOL AVE,3,3B        ,746,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.57336692,-121.48134309999999
1/4/06,18:00,5376 DASCO WAY,1,1A        ,116,243(E)1 BATTERY NONCOHAB SPOUS,1315,Aggravated Assault-Weapon,38.67300311,-121.4975291
1/4/06,18:00,4901 FRANKLIN BLVD,4,4B        ,969,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.53080212,-121.472843
1/4/06,18:00,FRANKLIN BLVD / MACK RD,5,5B        ,1603,JUVENILE PROBLEMS - I RPT,7000,Code not found,38.47429277,-121.4503108
1/4/06,18:05,415 12TH ST,3,3A        ,715,11532(A)HS LOITER DRG ACTIVITY,3599,Dangerous Drugs-Remarks,38.5857662,-121.48781609999999
1/4/06,18:15,E ST / 13TH ST,3,3A        ,715,11350(A)HS POSS CNTRL SUBST,3532,Cocaine-Possession,38.58464151,-121.4868341
1/4/06,18:20,1 GOFF CT,2,2A        ,231,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.65008296,-121.4686236
1/4/06,18:20,6905 LEMONDROP CT,6,6C        ,1403,TOWED/STORED VEHICLE,7000,Code not found,38.51763356,-121.4229945
1/4/06,18:30,FRANKLIN BLVD / 13TH AVE,4,4B        ,958,TOWED/STORED VEH-14602.6,7000,Code not found,38.54031271,-121.4755662
1/4/06,18:35,1896 ARDEN WAY,2,2C        ,628,484 PETTY THEFT-SHOPLIFT,2303,Shoplifting,38.59664183,-121.423349
1/4/06,18:45,FOWLER AVE / STOCKTON BLVD,6,6C        ,1441,1203.2 PC VIOLATION OF PROBATI,5012,Probation Violation-Remarks,38.50591483,-121.4337511
1/4/06,18:45,4410 POWER INN RD,6,6C        ,1133,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.53499467,-121.41016359999999
1/4/06,18:45,5TH ST / J ST,3,3M        ,732,SAFEKEEPING - I RPT,7000,Code not found,38.58207989,-121.5000936
1/4/06,18:50,3291 TRUXEL RD,1,1B        ,412,MISSING PERSON LOCATE O/S ASSI,7000,Code not found,38.6270814,-121.4984478
1/4/06,18:51,5336 FRANKLIN BLVD,4,4B        ,969,TOWED/STORED VEH-14602.6,7000,Code not found,38.52728547,-121.472439
1/4/06,19:00,7543 FRANKLIN BLVD,5,5B        ,1603,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.48335233,-121.4533502
1/4/06,19:00,5700 MACK RD,5,5C        ,1623,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.47417289,-121.4340027
1/4/06,19:00,2150 STOCKTON BLVD,6,6B        ,1003,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.55727813,-121.46143219999999
1/4/06,19:00,920 D ST,3,3A        ,714,MISSING PERSON I RPT,7000,Code not found,38.58679941,-121.49109729999999
1/4/06,19:00,6712 ELDER CREEK RD,6,6C        ,1443,459 PC  BURGLARY-UNSPECIFIED,2299,Burglary-Remarks,38.51027484,-121.42473490000002
1/4/06,19:07,7173 SNOWY BIRCH WAY,5,5C        ,1637,TOWED/STORED VEHICLE,7000,Code not found,38.45891145,-121.42026270000001
1/4/06,19:15,2502 RIVERSIDE BLVD,4,4A        ,904,211 PC  ROBBERY UNSPECIFIED,1299,Robbery-Remarks,38.56211513,-121.4990409
1/4/06,19:27,5005 MACK RD,5,5B        ,1604,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.47434943,-121.44321599999999
1/4/06,19:30,4021 BROADWAY,6,6A        ,1014,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.54739949,-121.46052420000001
1/4/06,19:38,501 RIVERGATE WAY,4,4C        ,1267,496(A) RECEIVE STOLEN PROPERTY,2803,Receive Stolen Property,38.49720765,-121.54304009999998
1/4/06,19:40,LAS PALMAS AVE / BELDEN ST,2,2B        ,553,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.61837728,-121.44154170000002
1/4/06,19:52,24TH ST / 69TH AVE,5,5A        ,1386,TOWED/STORED VEHICLE,7000,Code not found,38.48694218,-121.4803426
1/4/06,20:10,STOCKTON BLVD / MASSIE CT,5,5C        ,1607,647(B) PC   PROSTITUTION,4004,Prostitution,38.47581524,-121.4196575
1/4/06,20:29,1906 BOWLING GREEN DR,2,2C        ,606,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.60667473,-121.4226379
1/4/06,20:30,6 SENTIDO CT,5,5B        ,1369,VANDALISM - I RPT,7000,Code not found,38.49079582,-121.46314939999999
1/4/06,20:30,3310 WINTER PARK DR,1,1B        ,401,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.62823395,-121.50401609999999
1/4/06,21:00,N B ST / N 7TH ST,3,3A        ,705,CASUALTY REPORT,7000,Code not found,38.5923559,-121.4926811
1/4/06,21:18,14TH AVE / POWER INN RD,6,6C        ,1124,20002(A) HIT/RUN,5401,Hit and Run,38.53954773,-121.40914009999999
1/4/06,21:30,6600 BRUCEVILLE RD,5,5C        ,1624,647(F) PC DIP - DISORDERLY,5311,Disorderly Conduct-Remarks,38.47038918,-121.4223876
1/4/06,21:30,5380 ELVAS AVE,3,3C        ,804,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.57415083,-121.43470320000002
1/4/06,21:30,OAKHURST WAY / 63RD AVE,5,5A        ,1361,TOWED/STORED VEHICLE,7000,Code not found,38.49284864,-121.50281100000001
1/4/06,21:38,3879 14TH AVE,6,6A        ,1042,243(E)1 BATTERY NONCOHAB SPOUS,1315,Aggravated Assault-Weapon,38.5396649,-121.46422920000002
1/4/06,21:45,2415 16TH ST,4,4A        ,906,TRAFFIC - I RPT,7000,Code not found,38.56216059,-121.4918326
1/4/06,21:54,GARDEN HWY / NORTHVIEW DR,1,1C        ,447,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.60700868,-121.4785648
1/4/06,22:00,7715 COLLEGE TOWN DR,3,3C        ,888,THREATS - I RPT,7000,Code not found,38.55553953,-121.41495959999999
1/4/06,22:00,6074 WYNNEWOOD WAY,5,5C        ,1653,487(D)GRAND THEFT FIREARM/ANIM,2399,Larceny-Remarks,38.44376695,-121.43231270000001
1/4/06,22:10,65TH ST / SAN JOAQUIN ST,6,6B        ,1111,TOWED/STORED VEH-14602.6,7000,Code not found,38.54463119,-121.42785659999998
1/4/06,22:14,GROVE AVE / TRACTION AVE,2,2C        ,602,245(A)(2) AWDW/FIREARM/CIVILIA,1315,Aggravated Assault-Weapon,38.61003182,-121.45937140000001
1/4/06,22:15,TRACTION AVE / GROVE AVE,2,2C        ,602,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.61003182,-121.45937140000001
1/4/06,22:22,STOCKTON BLVD / MASSIE CT,5,5C        ,1607,647(B) PC   PROSTITUTION,4004,Prostitution,38.47581524,-121.4196575
1/4/06,22:29,3675 62ND ST,6,6B        ,1058,MISSING PERSON,7000,Code not found,38.54141435,-121.43260590000001
1/4/06,22:30,2810 33RD AVE,4,4B        ,988,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.52217873,-121.4768285
1/4/06,22:34,300 BOWMAN AVE,1,1C        ,429,11377(A)HS POSS AMPHETAMINES,3572,Amphetamine-Possession,38.61747853,-121.4706061
1/4/06,22:42,9 LA FRESA CT,5,5B        ,1602,11350(A)HS POSS CNTRL SUBST,3532,Cocaine-Possession,38.48789953,-121.4562432
1/4/06,22:44,1417 R ST,3,3A        ,765,25661 BP FALSE EVIDENCE OF AGE,4199,Liquor-Remarks,38.56987859,-121.4910186
1/4/06,22:55,2851 UTAH AVE,5,5A        ,1386,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.48927894,-121.4742605
1/4/06,23:00,715 L ST,3,3M        ,742,MISSING PERSON,7000,Code not found,38.57905171,-121.4976906
1/4/06,23:24,7500 TIMBERLAKE WAY,5,5C        ,1639,20002(A) HIT/RUN,5401,Hit and Run,38.46598861,-121.4160666
1/4/06,23:31,34 LA FRESA CT,5,5B        ,1602,11364 HS POSS DRUG PARAPH,3599,Dangerous Drugs-Remarks,38.48857712,-121.45668870000002
1/4/06,23:41,MEADOWVIEW RD / FREEPORT BLVD,5,5A        ,1391,TOWED/STORED VEHICLE,7000,Code not found,38.48126775,-121.505075
1/4/06,23:50,4320 12TH AVE,6,6A        ,1053,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.54097138,-121.45586329999999
1/4/06,23:50,2146 SOUTH AVE,2,2B        ,527,166(A)(4) WILFUL DISOBEY CT OR,5005,Contempt of Court-Remarks,38.63248017,-121.4164146
1/5/06,0:00,7293 FARM DALE WAY,4,4C        ,1289,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.49297696,-121.50712859999999
1/5/06,0:00,48 PARKSHORE CIR,4,4C        ,1274,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.5000621,-121.5270041
1/5/06,0:00,20 BLUE SKY CT,6,6C        ,1427,487(A) PC GRAND THEFT,2303,Shoplifting,38.51451804,-121.3827886
1/5/06,0:00,5016 SULLY ST,2,2A        ,213,FRAUD OR BUNCO - I RPT,7000,Code not found,38.65900657,-121.4566324
1/5/06,0:00,2775 WISSEMANN DR,3,3C        ,1106,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.55486974,-121.38585259999998
1/5/06,0:01,3604 ASTORIA ST,2,2A        ,517,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.63298804,-121.41530060000001
1/5/06,0:01,5011 TROUVILLE LN,1,1A        ,130,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.66050526,-121.54094920000001
1/5/06,0:01,6438 FOLSOM BLVD,3,3C        ,856,459 PC  BURGLARY-UNSPECIFIED,2299,Burglary-Remarks,38.55343263,-121.4291044
1/5/06,0:15,3RD AVE / 36TH ST,6,6A        ,1013,TOWED/STORED VEHICLE,7000,Code not found,38.55128541,-121.46713179999999
1/5/06,0:16,1400 A ST,3,3A        ,706,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.58885287,-121.48477460000001
1/5/06,0:30,55TH ST / 10TH AVE,6,6B        ,1036,12020(A)1) PROHIBITED FIREARM,5212,Possession of Weapon-Remarks,38.54273614,-121.44127340000001
1/5/06,0:30,3821 T ST,6,6B        ,1004,653M(B) PC ANNOY/RPT CALL HOME,5307,Assembly-Unlawful,38.55906655,-121.45925049999998
1/5/06,0:53,25TH ST / CAPITOL AVE,3,3B        ,748,20002(A) HIT/RUN,5401,Hit and Run,38.57158209,-121.47465079999999
1/5/06,1:00,6230 GREENHAVEN DR,4,4C        ,1265,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.51382164,-121.52692340000002
1/5/06,1:00,3561 TRUXEL RD,1,1A        ,337,484 PC PETTY THEFT,2399,Larceny-Remarks,38.63449242,-121.5028488
1/5/06,1:00,3111 TWO RIVERS DR,1,1B        ,475,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.61147666,-121.5313256
1/5/06,1:16,730 DIXIEANNE AVE,2,2C        ,603,FOUND PROPERTY - I RPT,7000,Code not found,38.60909032,-121.450115
1/5/06,1:40,760 44TH ST,3,3C        ,824,9.40.020(A) JUVENILE CURFEW,7399,Public Order Crimes-Remarks,38.57120018,-121.44747240000001
1/5/06,1:44,HALKEEP WAY / VALLEY HI DR,5,5B        ,1621,4140 BP  POSS OF HYPO NEEDLE,3599,Dangerous Drugs-Remarks,38.46620664,-121.4412886
1/5/06,1:48,7897 LA RIVIERA DR,3,3C        ,888,23152(A) VC DUI-ALCOHOL/DRUGS,5404,Driving Under Influence-Liquor,38.55768622,-121.40996559999999
1/5/06,1:52,7901 DETROIT BLVD,5,5A        ,1522,CASUALTY REPORT,7000,Code not found,38.47029475,-121.4661466
1/5/06,2:10,2408 EMPRESS ST,2,2C        ,603,11377(A)HS POSS CNTRL SUBST,3599,Dangerous Drugs-Remarks,38.60960014,-121.44703490000002
1/5/06,2:19,MARTIN LUTHER KING JR BLVD / 14TH AVE,6,6A        ,1042,1203.2 PC VIOLATION OF PROBATI,5012,Probation Violation-Remarks,38.53952458,-121.46476170000001
1/5/06,2:30,6300 SUNRISE SOUTH DR,6,6C        ,1422,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.51229947,-121.41886470000001
1/5/06,2:59,4490 SILVERTON WAY,2,2A        ,231,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.64966171,-121.467184
1/5/06,3:00,7533 SCHREINER ST,5,5A        ,1391,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.4842135,-121.5017288
1/5/06,3:30,3716 MODLIN WAY,2,2A        ,501,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.63532759,-121.45764270000001
1/5/06,3:30,363 FORD RD,2,2B        ,531,484G(B) PC ACCESS CARD FRAUD,2605,Fraud-Illegal Use Credit Cards,38.62884519,-121.4578075
1/5/06,3:30,RALEY BLVD / BELL AVE,2,2A        ,226,HARASSMENT - I RPT,7000,Code not found,38.64733599,-121.42914350000001
1/5/06,4:44,300 BERCUT DR,3,3A        ,701,CASUALTY REPORT,7000,Code not found,38.5978633,-121.50258980000001
1/5/06,5:23,2787 WISSEMANN DR,3,3C        ,1106,594(B)(1)PC  VANDALISM +$400,2999,Damage Property-Remarks,38.55495326,-121.38503359999999
1/5/06,5:30,8000 WAGON TRAIL WAY,6,6C        ,1445,594(B)(1)PC  VANDALISM +$400,2999,Damage Property-Remarks,38.50063002,-121.4108912
1/5/06,5:38,PLAZA AVE / OAKMONT ST,2,2B        ,563,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.61293518,-121.45080630000001
1/5/06,6:12,24TH ST / R ST,3,3B        ,767,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.56643382,-121.4783751
1/5/06,6:23,W EL CAMINO AVE / NORTHGATE BLVD,1,1C        ,429,4140 BP  POSS OF HYPO NEEDLE,3599,Dangerous Drugs-Remarks,38.61124309,-121.4755625
1/5/06,6:43,1761 35TH ST,3,3C        ,853,BURGLARY - I RPT,7000,Code not found,38.56286705,-121.4639956
1/5/06,6:55,FLORIN PERKINS RD / UNSWORTH AVE,6,6C        ,1411,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.52149079,-121.39070120000001
1/5/06,6:58,3825 ROSIN CT,1,1C        ,409,1551(A) FUGITIVE FROM JUSTICE,4902,Flight to Avoid-Remarks,38.63872883,-121.47653659999999
1/5/06,7:24,2932 38TH ST,6,6A        ,1014,SUSP PERS-NO CRIME - I RPT,7000,Code not found,38.54870584,-121.465102
1/5/06,7:30,4730 BOLLENBACHER AVE,2,2A        ,231,MISSING PERSON,7000,Code not found,38.65263061,-121.46730190000001
1/5/06,7:30,3301 ARENA BLVD,1,1A        ,303,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.64378844,-121.53415929999998
1/5/06,7:30,BROADWAY / STOCKTON BLVD,6,6A        ,1007,TOWED/STORED VEH-14602.6,7000,Code not found,38.54675579,-121.45384009999998
1/5/06,7:36,4840 QUONSET DR,6,6C        ,1142,CASUALTY REPORT,7000,Code not found,38.53139385,-121.4170347
1/5/06,7:41,BROADWAY / 49TH ST,6,6B        ,1007,TOWED/STORED VEH-14602.6,7000,Code not found,38.54674127,-121.4501933
1/5/06,8:00,5600 J ST,3,3C        ,846,O/S AGENCY -ASSISTANCE- I RPT,7000,Code not found,38.56425057,-121.43447379999999
1/5/06,8:00,30 W AL CT,2,2A        ,231,LOST PROPERTY - I RPT,7000,Code not found,38.64731156,-121.4654754
1/5/06,8:00,4631 FREEPORT BLVD,4,4B        ,966,475(C) PASS FORGED NOTE,2506,Possess Forged-Remarks,38.53291505,-121.49404390000001
1/5/06,8:22,5700 88TH ST,6,6C        ,1409,THREATS - I RPT,7000,Code not found,38.52390843,-121.376496
1/5/06,8:30,1120 ALDER TREE WAY,4,4C        ,1296,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.48369463,-121.515322
1/5/06,8:30,4607 11TH AVE,6,6A        ,1034,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.5422061,-121.45274909999999
1/5/06,8:35,53RD ST / YOUNG ST,6,6B        ,1401,3056 PAROLE VIO - I RPT,7000,Code not found,38.52393354,-121.44389540000002
1/5/06,9:00,6536 WYNDHAM DR,5,5C        ,1637,273.6(A) PC VIO DV COURT ORDER,5007,Obstructing Court Order,38.46825223,-121.42557279999998
1/5/06,9:00,2208 24TH ST,3,3B        ,787,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.561757,-121.4807105
1/5/06,9:18,8101 COSUMNES RIVER BLVD,5,5C        ,1639,487(A) PC GRAND THEFT-SHOPLIFT,2303,Shoplifting,38.45718227,-121.4133413
1/5/06,9:42,7835 TIERRA GLEN WAY,6,6C        ,1445,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.50022327,-121.41244259999999
1/5/06,9:55,13TH ST / E ST,3,3A        ,715,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.58464151,-121.4868341
1/5/06,9:58,1820 J ST,3,3M        ,746,11550(A)HS UNDER INFL NARCOTIC,3599,Dangerous Drugs-Remarks,38.57686937,-121.48165
1/5/06,10:00,1689 ARDEN WAY,2,2C        ,619,484 PETTY THEFT CLOUT UNLOCKED,2305,Larceny-From Auto,38.60154457,-121.42747
1/5/06,10:00,CENTER PKWY / MACK RD,5,5B        ,1606,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.47425283,-121.43687690000002
1/5/06,10:21,8TH AVE / STOCKTON BLVD,6,6A        ,1035,TOWED/STORED VEH-14602.6,7000,Code not found,38.54469916,-121.45269499999999
1/5/06,10:30,FREEPORT BLVD / CASTRO WAY,4,4A        ,916,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.55576316,-121.4894757
1/5/06,10:30,26TH ST / SLOAT WAY,4,4A        ,908,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.55539783,-121.48019380000001
1/5/06,10:40,SUTTERVILLE RD / 12TH AVE,4,4B        ,937,MISCELLANEOUS I RPT (ZMISC),7000,Code not found,38.54106323,-121.47576000000001
1/5/06,10:45,8TH ST / K ST,3,3M        ,742,148(A)(1)PC RESIST PEACE OFFCR,4801,Resisting Officer,38.57991197,-121.4966071
1/5/06,10:45,4100 BLACK TAIL DR,5,5B        ,1616,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.47259883,-121.45852169999999
1/5/06,11:00,2419 DEL PASO BLVD,2,2B        ,563,484 PETTY THEFT-SHOPLIFT,2303,Shoplifting,38.61200165,-121.4490916
1/5/06,11:00,NORTHGATE BLVD / SAN JUAN RD,1,1C        ,419,484G(B) PC ACCESS CARD FRAUD,2605,Fraud-Illegal Use Credit Cards,38.629651700000004,-121.47552859999999
1/5/06,11:00,902 DEL PASO BLVD,2,2C        ,612,GRAND THEFT - I RPT,7000,Code not found,38.60219485,-121.46586950000001
1/5/06,11:00,2244 KENWORTHY WAY,5,5A        ,1503,1708 US   THEFT OF MAIL,2310,Larceny-From Mails,38.48055239,-121.4846405
1/5/06,11:07,23 OMAHA CT,5,5C        ,1605,GANG ACTIVITY - I RPT,7000,Code not found,38.47921958,-121.4305743
1/5/06,11:13,43RD ST / BROADWAY,6,6A        ,1015,TOWED/STORED VEH-14602.6,7000,Code not found,38.54676409,-121.45677020000001
1/5/06,11:15,34TH ST / W ST,6,6A        ,1002,TOWED/STORED VEHICLE,7000,Code not found,38.55700746,-121.4676206
1/5/06,11:30,1205 21ST ST,3,3B        ,747,487(A) PC GRAND THEFT,2303,Shoplifting,38.57383941,-121.4795487
1/5/06,11:30,BROADWAY / 49TH ST,6,6B        ,1007,TOWED/STORED VEH-14602.6,7000,Code not found,38.54674127,-121.4501933
1/5/06,11:30,6335 MCMAHON DR,6,6B        ,1402,484 PC   PETTY THEFT/INSIDE,2308,Larceny-From Building,38.51996349,-121.42935800000001
1/5/06,11:43,42ND ST / 8TH AVE,6,6A        ,1034,TOWED/STORED VEH-14602.6,7000,Code not found,38.54454919,-121.4575843
1/5/06,11:45,2338 FLORIN RD,5,5A        ,1364,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.49502927,-121.4847037
1/5/06,11:47,37TH ST / BROADWAY,6,6A        ,1014,TOWED/STORED VEH-14602.6,7000,Code not found,38.54918489,-121.4665635
1/5/06,12:00,1600 ARDEN WAY,2,2C        ,628,PERSON INFORMATION - I RPT,7000,Code not found,38.59971248,-121.42847140000002
1/5/06,12:00,8039 DEER LAKE DR,5,5B        ,1618,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.4656669,-121.45651709999999
1/5/06,12:00,1800 HELENA AVE,2,2C        ,567,242 PC  BATTERY CIVILIAN,1313,Simple Assault,38.6162429,-121.42510490000001
1/5/06,12:00,511 9TH ST,3,3A        ,724,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.58570373,-121.49233659999999
1/5/06,12:00,170 MORRISON AVE,2,2A        ,501,FRAUD OR BUNCO - I RPT,7000,Code not found,38.6374722,-121.46295490000001
1/5/06,12:04,42ND ST / 8TH AVE,6,6A        ,1034,TOWED/STORED VEH-14602.6,7000,Code not found,38.54454919,-121.4575843
1/5/06,12:09,1900 CANTERBURY RD,2,2C        ,613,11378 HS POSS/SALE AMPHETAMINE,3571,Amphetamine-Sell,38.60108154,-121.456171
1/5/06,12:10,7612 TIERRA ARBOR WAY,6,6C        ,1445,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.50196814,-121.4148428
1/5/06,12:11,ALHAMBRA BLVD / BROADWAY,6,6A        ,1001,TOWED/STORED VEH-14602.6,7000,Code not found,38.55612335,-121.4724356
1/5/06,12:19,42ND ST / 8TH AVE,6,6A        ,1034,TOWED/STORED VEHICLE,7000,Code not found,38.54454919,-121.4575843
1/5/06,12:26,GARDEN HWY / GATEWAY OAKS DR,1,1B        ,442,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.60387022,-121.5139523
1/5/06,12:30,5151 F ST,3,3C        ,814,HARASSMENT - I RPT,7000,Code not found,38.57167967,-121.4392594
1/5/06,12:46,N B ST / N 7TH ST,3,3A        ,705,SUSPICIOUS VEHICLE - I RPT,7000,Code not found,38.5923559,-121.4926811
1/5/06,12:46,555 DISPLAY WAY,2,2A        ,511,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.640524299999996,-121.454431
1/5/06,12:53,ALHAMBRA BLVD / BROADWAY,6,6A        ,1001,TOWED/STORED VEHICLE,7000,Code not found,38.55612335,-121.4724356
1/5/06,12:54,BROADWAY / MARTIN LUTHER KING JR BLVD,6,6A        ,1014,TOWED/STORED VEH-14602.6,7000,Code not found,38.54718283,-121.46472179999999
1/5/06,12:59,2107 6TH ST,3,3A        ,783,MISCELLANEOUS I RPT (ZMISC),7000,Code not found,38.56932279,-121.50404440000001
1/5/06,13:00,58TH ST / M ST,3,3C        ,847,SUSP PERS-NO CRIME - I RPT,7000,Code not found,38.56059283,-121.4344469
1/5/06,13:00,23 OMAHA CT,5,5C        ,1605,11377(A)HS POSS CNTRL SUBST,3599,Dangerous Drugs-Remarks,38.47921958,-121.4305743
1/5/06,13:00,TRUXEL RD / ARENA BLVD,1,1A        ,307,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.646911100000004,-121.5090158
1/5/06,13:03,BROADWAY / 43RD ST,6,6A        ,1015,TOWED/STORED VEH-14602.6,7000,Code not found,38.54676613,-121.45661979999998
1/5/06,13:05,BROADWAY / SAN DIEGO WAY,6,6A        ,1015,TOWED/STORED VEH-14602.6,7000,Code not found,38.54676419,-121.4550394
1/5/06,13:06,5605 MACK RD,5,5C        ,1606,475(A)PC POSS FORGED CHK/NOTE,2506,Possess Forged-Remarks,38.47431447,-121.4348784
1/5/06,13:10,7747 18TH ST,5,5A        ,1501,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.47584192,-121.4968374
1/5/06,13:30,FRIENZA AVE / CLAY ST,2,2B        ,564,594(B)(1)VANDALISM GRAF +$400,2999,Damage Property-Remarks,38.61292096,-121.43924299999999
1/5/06,13:30,3661 TRUXEL RD,1,1A        ,337,487(A) PC GRAND THEFT,2303,Shoplifting,38.63589608,-121.5055312
1/5/06,13:40,3550 5TH AVE,6,6A        ,1023,11352(B)HS TRANS SUBST TO CNTY,3522,Opium/Derivative-Possession,38.54850275,-121.46870159999999
1/5/06,13:42,6050 S LAND PARK DR,4,4C        ,1247,290(F)1 W/I 5 DAYS ADD CHANGE,3699,Sex Offense-Remarks,38.51730281,-121.51482820000001
1/5/06,13:44,3550 5TH AVE,6,6A        ,1023,11352(A)HS SALE/TRANS CNTL SUB,3532,Cocaine-Possession,38.54850275,-121.46870159999999
1/5/06,13:47,4914 58TH ST,6,6B        ,1086,TOWED/STORED VEHICLE,7000,Code not found,38.53056905,-121.44018009999999
1/5/06,13:51,6900 POWER INN RD,6,6C        ,1445,FOUND PROPERTY - I RPT,7000,Code not found,38.501433500000005,-121.40960220000001
1/5/06,13:55,1750 AUBURN BLVD,2,2C        ,567,3056 PAROLE VIO - I RPT,7000,Code not found,38.61980119,-121.42501329999999
1/5/06,13:55,OTHEL CT / 53RD AVE,6,6C        ,1445,TOWED/STORED VEHICLE,7000,Code not found,38.50366806,-121.4116315
1/5/06,14:00,24TH ST / FLORIN RD,4,5A        ,1356,11364 HS POSS DRUG PARAPH,3599,Dangerous Drugs-Remarks,38.49575914,-121.4827348
1/5/06,14:00,LA PERA CT / LA FRESA CT,5,5B        ,1602,23103(A) RECKLESS ON HIGHWAY,5499,Traffic Offense-Remarks,38.48807602,-121.4564025
